sample_set,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1_score
10,0.6118350833535032,0.6102976669348351,0.591099072192008
100,0.6325792136673409,0.6175195143104943,0.5417348752332456
600,0.5907743733743402,0.6263399693721287,0.4865280173580895
1000,0.5154681995144041,0.6118577075098813,0.5191529695864048
