sample_set,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1_score
10,0.6278316409808913,0.6921664708083277,0.6439216012710371
100,0.6302147789085604,0.8446442756287788,0.6976499553330793
600,0.6304001852076773,0.9916555175095516,0.7672837226869236
1000,0.6270663501165481,0.8710239262915671,0.7102180294493085
