sample_set,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1_score
10,0.6254034803094324,0.6904509544615551,0.6416712058737222
100,0.626766047220012,0.8420509304827528,0.6944687967662126
600,0.6266771767508075,0.9933114920902544,0.765367951383617
1000,0.6178937773322086,0.870230501911099,0.7077460807556925
